     1→     1→---
    57→    57→| `projects` | NO `/admin/projects/page.tsx` exists — needs creation |
    58→    58→| `project-kits` | NO `/admin/project-kits/page.tsx` exists — needs creation |
    59→    59→| `service-categories` | NO `/admin/service-categories/page.tsx` exists — needs creation |
    60→    60→| `general-settings` | should navigate to `/admin/settings` (rename or alias) |
    61→    61→| `payment-gateways` | NO page — needs creation (no API either) |
    62→    62→| `shipping` | NO page — needs creation (no API either) |
    63→    63→| `media-library` | should navigate to `/admin/media` |
    64→    64→| `products-add` | should navigate to `/admin/products?new=1` (open dialog) |
    65→    65→| `services-add` | should navigate to `/admin/services?new=1` |
    66→    66→
    67→    67→## 4. ALL Admin Pages — Purpose, Data Source, Status
    68→    68→
    69→    69→| Path | Purpose | Data Source | Status |
    70→    70→|---|---|---|---|
    71→    71→| `/admin` | Dashboard + (legacy) products/orders tabs via switch | API `/api/admin/stats`, `/api/admin/products`, `/api/admin/orders` | DYNAMIC, but dashboard "Add New" + filter buttons are static (see §5) |
    72→    72→| `/admin/login` | Admin login | POST `/api/auth/login` | DYNAMIC ✅ |
    73→    73→| `/admin/orders` | All orders table + detail dialog | GET `/api/admin/orders`, PUT `/api/admin/orders/:id/status` | DYNAMIC ✅ |
    74→    74→| `/admin/products` | Products CRUD with filters | GET/POST/PUT/DELETE `/api/admin/products`, GET `/api/admin/product-categories`, GET `/api/admin/brands` | DYNAMIC ✅ |
    75→    75→| `/admin/users` | Users list, role change, block/delete | GET/PUT/DELETE `/api/admin/users` | DYNAMIC ✅ |
    76→    76→| `/admin/brands` | Brands CRUD | GET/POST/PUT/DELETE `/api/admin/brands` | DYNAMIC ✅ |
    77→    77→| `/admin/categories` | Product categories CRUD | GET/POST/PUT `/api/admin/product-categories` | DYNAMIC ✅ (no DELETE button — missing feature) |
    78→    78→| `/admin/banners` | Banners CRUD with reorder | GET/POST/PUT/DELETE/PATCH `/api/admin/banners` | DYNAMIC ✅ |
    79→    79→| `/admin/coupons` | Coupons CRUD + toggle | GET/POST/PUT `/api/admin/coupons` | DYNAMIC ✅ (no DELETE button — missing feature) |
    80→    80→| `/admin/bookings` | Bookings list + status change | GET `/api/admin/bookings`, PUT `/api/admin/bookings/:id` | **DYNAMIC but BROKEN** — page calls `PUT /api/admin/bookings/:id` but API only exposes `PUT /api/admin/bookings/:id/status`. Returns 404. |
    81→    81→| `/admin/services` | Services CRUD | GET/POST/PUT `/api/admin/services`, GET `/api/admin/service-categories` | DYNAMIC ✅ (no DELETE button — missing feature) |
    82→    82→| `/admin/blog` | Blog posts CRUD | GET/POST/PUT `/api/admin/blog` | DYNAMIC ✅ (no DELETE button — missing feature) |
    83→    83→| `/admin/reviews` | Reviews approve/reject | GET/PUT `/api/admin/reviews` | DYNAMIC ✅ |
    84→    84→| `/admin/messages` | Contact messages, read/unread, delete | GET/PUT/DELETE `/api/admin/messages` | DYNAMIC ✅ |
    85→    85→| `/admin/quote-requests` | Quote requests list + status | GET/PUT `/api/admin/quote-requests` | DYNAMIC ✅ |
    86→    86→| `/admin/flash-sales` | Flash sales CRUD | GET/POST/PUT/DELETE `/api/admin/flash-sales` | DYNAMIC ✅ |
    87→    87→| `/admin/newsletter` | Subscribers list + delete | GET/DELETE `/api/admin/newsletter` | DYNAMIC ✅ |
    88→    88→| `/admin/settings` | Site settings (brand/colors/typography/layout/social) | GET/PUT `/api/admin/settings` | DYNAMIC ✅ |
    89→    89→| `/admin/taxes` | Taxes CRUD | GET/POST/PUT/DELETE `/api/admin/taxes` | DYNAMIC ✅ |
    90→    90→| `/admin/media` | Media library upload/list/delete | GET/POST/DELETE `/api/admin/upload` | DYNAMIC ✅ |
    91→    91→| `/admin/security` | Security dashboard: stats, audit logs, scanner, WAF, IP mgmt, bot detection | GET/POST/DELETE `/api/admin/security/*` (uses `lib/axios.ts`) | DYNAMIC ✅ |
    92→    92→| `/admin/profile` | Admin profile, avatar, password, preferences | PUT `/api/auth/profile`, PUT `/api/auth/change-password`, POST `/api/admin/upload` | DYNAMIC ✅ |
    93→    93→| `/admin/ai-providers` | AI provider CRUD + test + fetch models | GET/POST/PUT/DELETE/POST `/api/admin/ai-providers/*` | DYNAMIC ✅ |
    94→    94→| `/admin/ai-agent` | Full-page AI assistant chat | GET `/api/admin/ai-providers/active`, POST `/api/ai/agent`, DELETE `/api/ai/agent` | DYNAMIC ✅ |
    95→    95→| `/admin/product-questions` | Q&A answer + delete | GET/PUT/DELETE `/api/admin/product-questions` | DYNAMIC ✅ |
    96→    96→| `/admin/ai-agent` | (above) | | |
    97→    97→
    98→    98→**Static-only "Placeholder" tabs** (no page exists; sidebar links exist):
    99→    99→- `customers`, `staff`, `returns`, `projects`, `project-kits`, `service-categories`, `payment-gateways`, `shipping`, `general-settings` (alias for settings), `media-library` (alias for media).
   100→   100→
   101→   101→## 5. STATIC ACTION BUTTONS (need onClick wiring)
   102→   102→
   103→   103→### `apps/web/src/app/admin/layout.tsx` — top header
   104→   104→- Line 156-158: **"Add New" button** — NO onClick. Shows label from `addNewLabelMap` only. Many child pages DO register an action via `useAdminHeaderStore.setAddNew(label, onClick)`, but the layout never subscribes to that store, so the button does nothing.
   105→   105→- Line 161-164: **Bell notification button** — NO onClick, just shows a red dot.
   106→   106→
   107→   107→### `apps/web/src/app/admin/page.tsx` (Dashboard)
   108→   108→- Line 136: "All / Today / Week / Month" filter buttons on Recent Orders card — NO onClick.
   109→   109→- Line 155: "Eye" view-order icon in Recent Orders rows — NO onClick (should open `/admin/orders` filtered, or open detail dialog).
   110→   110→- Lines 211, 224: "Add New Product" button + link — NO onClick (should open `/admin/products?new=1`).
   111→   111→- Line 217: "All products / In-house / Project Kits / Services / Drafts" tabs — NO onClick.
   112→   112→- Line 227-229: "Bulk Action", "Filter", "Sort" `<select>` elements — only placeholder `<option>` text, no real options or onChange.
   113→   113→- Lines 265-268: Per-row View / Edit / Settings / Delete icons — only `alert('...')`, no real API calls.
   114→   114→- Lines 278-283: Pagination Previous/1/2/3/Next buttons — NO onClick (pagination not wired).
   115→   115→- Line 327: "All / In-House / Seller" order tabs — NO onClick.
   116→   116→- Lines 335-337: "Bulk Action", "Delivery Status", "Payment Status", "Filter by Date" selects — placeholders only.
   117→   117→- Line 374-375: View/Pencil/FileText buttons all call `setDetailOrderId(o.id)` (same handler 3× — redundant).
   118→   118→- Line 376: Delete order button calls `handleDeleteOrder` → `DELETE /api/admin/orders/:id` — **endpoint DOES NOT EXIST** (orders.ts has no DELETE route).
   119→   119→
   120→   120→### `apps/web/src/components/admin/AdminSidebar.tsx`
   121→   121→- All sidebar items use `onTabChange(tab)` (state-only) instead of `router.push('/admin/' + tab)`. Every link except those handled by `admin/page.tsx` switch effectively dead-ends at `PlaceholderTab`.
   122→   122→- Line 156: `useEffect` calls `GET /api/admin/messages?status=NEW&limit=1` for the badge, but Express `messages.ts` route accepts `status` query param — need to verify the response shape matches `{ success, data: { pagination: { total } } }` (likely does, but worth verifying).
   123→   123→
   124→   124→### `apps/web/src/app/admin/categories/page.tsx`
   125→   125→- No Delete button at all. API supports DELETE `/api/admin/product-categories/:id`. Missing UI.
   126→   126→
   127→   127→### `apps/web/src/app/admin/coupons/page.tsx`
   128→   128→- No Delete button. API supports DELETE `/api/admin/coupons/:id`. Missing UI.
   129→   129→
   130→   130→### `apps/web/src/app/admin/services/page.tsx`
   131→   131→- No Delete button. API supports DELETE `/api/admin/services/:id`. Missing UI.
   132→   132→
   133→   133→### `apps/web/src/app/admin/blog/page.tsx`
   134→   134→- No Delete button. API supports DELETE `/api/admin/blog/:id`. Missing UI.
   135→   135→
   136→   136→### `apps/web/src/app/admin/bookings/page.tsx`
   137→   137→- Status-change Select calls `PUT /api/admin/bookings/:id` with body `{status}` — **wrong path**. Should be `PUT /api/admin/bookings/:id/status`. Currently 404s.
   138→   138→
   139→   139→### `apps/web/src/app/admin/quote-requests/page.tsx`
   140→   140→- No Delete button. API supports DELETE `/api/admin/quote-requests/:id`. Missing UI.
   141→   141→
   142→   142→## 6. API Endpoints Called by Admin but NOT in Express API (need to be created)
   143→   143→
   144→   144→| Called by | Missing endpoint | Notes |
   145→   145→|---|---|---|
   146→   146→| `admin/page.tsx` line 314 (OrdersTab delete) | `DELETE /api/admin/orders/:id` | Need to add to `apps/api/src/routes/admin/orders.ts`. Should also create `OrderHistory` entry, soft-delete or hard-delete? Decide. |
   147→   147→| `admin/bookings/page.tsx` line 72 | `PUT /api/admin/bookings/:id` | Page is wrong — should call `/api/admin/bookings/:id/status` (already exists). Either fix page OR add a generic `PUT /:id` route to bookings.ts. Recommend fixing the page (one-line change). |
   148→   148→
   149→   149→**All other admin API calls have matching Express endpoints.** The Express admin API surface is comprehensive.
   150→   150→
   151→   151→## 7. Deprecated vs Active Admin Sections (`components/epf/admin/sections/*`)
   152→   152→
   153→   153→**DEPRECATED** — `apps/web/src/components/epf/AdminPanel.tsx` (line 3-4 explicitly says: "DEPRECATED: This component is replaced by individual admin pages under /app/admin/*"). Same applies to all section files under `apps/web/src/components/epf/admin/sections/`:
   154→   154→- DashboardSection, BookingsSection, OrdersSection, MessagesSection, ProductsSection, CategoriesSection, ServicesSection, UsersSection, BrandsSection, ReviewsSection, CouponsSection, BlogSection, QuoteRequestsSection, NewsletterSection, ReturnRequestsSection
   155→   155→- Plus `apps/web/src/components/epf/AdminOrdersPanel.tsx` (older slide-out, also replaced).
   156→   156→
   157→   157→Also note `apps/web/src/components/epf/admin/types.ts` and `apps/web/src/components/epf/admin/shared.tsx` are only used by the deprecated AdminPanel.
   158→   158→
   159→   159→The newer active admin lives at `apps/web/src/app/admin/*` (file-system routed Next.js pages) + `apps/web/src/components/admin/AdminSidebar.tsx` + `apps/web/src/components/admin/AdminAIChat.tsx`.
   160→   160→
   161→   161→The deprecated `AdminPanel.tsx` may still be imported somewhere (e.g., HomeClient.tsx); should be removed once confirmed unused.
   162→   162→
   163→   163→## 8. Architecture Recommendation — Mini-Service vs Next.js API Routes
   164→   164→
   165→   165→**RECOMMENDATION: Keep the Express mini-service on port 4000 (current architecture). Do NOT convert to Next.js API routes.**
   166→   166→
   167→   167→Rationale:
   168→   168→1. **Express API is already 90% built and working** — 27 admin route files, comprehensive endpoints, validation via zod, rate-limiting, security middleware, JWT auth. Converting to Next.js routes would be a massive rewrite.
   169→   169→2. **Next.js proxy already solves CORS + cookies** — `next.config.ts` rewrites `/api/:path*` → `${apiUrl}/api/:path*` (default `http://localhost:4000`). The `lib/api.ts` always uses same-origin fetch with `credentials: 'include'`. This is clean and production-ready.
   170→   170→3. **Two ports is fine in dev** — `bun run dev` (Next on :3000) + `bun --filter api dev` (Express on :4000). The proxy is transparent to the frontend.
   171→   171→4. **The admin panel "static" issue is NOT an API problem** — it's a **routing + onClick handler problem** on the frontend. The APIs exist and work; the pages just don't call them or don't navigate to them properly.
   172→   172→
   173→   173→**Concrete fix priorities (in order):**
   174→   174→
   175→   175→**P0 — Fix sidebar navigation (one-file fix):**
   176→   176→Edit `apps/web/src/components/admin/AdminSidebar.tsx` `onTabChange` calls to use Next.js `router.push('/admin/' + tabKey)` instead of state-only updates. Map tab keys to actual routes (e.g., `general-settings` → `/admin/settings`, `media-library` → `/admin/media`, `customers` → `/admin/users`, `products-add` → `/admin/products?new=1`, etc.). Drop the `?tab=` URL convention entirely (or keep it as a hint for `admin/page.tsx` to switch tabs within the dashboard page only).
   177→   177→
   178→   178→**P1 — Wire the layout's "Add New" button to `useAdminHeaderStore`:**
   179→   179→In `admin/layout.tsx`, subscribe to `useAdminHeaderStore` for `label` + `onClick` and render the button conditionally with the registered handler. Pages that register (products, brands, categories, coupons, services, blog, banners, flash-sales, taxes, ai-providers) will then work; pages that don't register will hide the button.
   180→   180→
   181→   181→**P1 — Fix bookings status endpoint mismatch:**
   182→   182→In `admin/bookings/page.tsx` line 72, change `PUT /api/admin/bookings/${id}` to `PUT /api/admin/bookings/${id}/status`.
   183→   183→
   184→   184→**P2 — Add `DELETE /api/admin/orders/:id` endpoint** OR remove the delete button from `admin/page.tsx` OrdersTab (line 376). Adding the endpoint is better.
   185→   185→
   186→   186→**P2 — Add Delete buttons to:** categories, coupons, services, blog, quote-requests (APIs all exist).
   187→   187→
   188→   188→**P3 — Build missing pages:** `/admin/returns`, `/admin/projects`, `/admin/project-kits`, `/admin/service-categories`, `/admin/payment-gateways`, `/admin/shipping`, `/admin/staff`. Each needs both a Next.js page AND (for payment-gateways + shipping + staff) new Express admin routes + Prisma models where missing.
   189→   189→
   190→   190→**P3 — Remove deprecated code:** `apps/web/src/components/epf/AdminPanel.tsx`, `apps/web/src/components/epf/AdminOrdersPanel.tsx`, `apps/web/src/components/epf/admin/sections/*`, `apps/web/src/components/epf/admin/types.ts`, `apps/web/src/components/epf/admin/shared.tsx`. First grep for any remaining imports (likely in `HomeClient.tsx`).
   191→   191→
   192→   192→**P4 — Fix root `package.json` db scripts** to point at `packages/db/prisma/schema.prisma` (e.g., add `--schema=packages/db/prisma/schema.prisma` to prisma CLI calls).
   193→   193→
   194→   194→**P4 — Wire dashboard filter buttons** ("All/Today/Week/Month", "All products/In-house/Project Kits/Services/Drafts", "All/In-House/Seller") to actual filter state.
   195→   195→
   196→   196→## 9. Full Express Admin Endpoint Map (verified)
   197→   197→
   198→   198→| Route file | Endpoints |
   199→   199→|---|---|
   200→   200→| `stats.ts` | `GET /api/admin/stats` |
   201→   201→| `products.ts` | `GET / POST / GET /:id / PUT /:id / DELETE /:id / PUT /:id/restore / GET /trashed / PUT /:id/variants/:variantId / DELETE /:id/variants/:variantId` |
   202→   202→| `product-categories.ts` | `GET / POST / PUT /:id / DELETE /:id / PUT /:id/restore / GET /trashed` |
   203→   203→| `brands.ts` | `GET / POST / PUT /:id / DELETE /:id / PUT /:id/restore / GET /trashed` |
   204→   204→| `orders.ts` | `GET / GET /:id / PUT /:id/status / POST /:id/refund` (no DELETE — needed) |
   205→   205→| `returns.ts` | `GET / GET /:id / PUT /:id` |
   206→   206→| `shipments.ts` | `POST / GET /:orderId / PUT /:id / PUT /:id/status` |
   207→   207→| `users.ts` | `GET / GET /trashed / PUT /:id / PUT /:id/restore / DELETE /:id` |
   208→   208→| `bookings.ts` | `GET / GET /trashed / PUT /:id/restore / DELETE /:id / PUT /:id/status` (no `PUT /:id`) |
   209→   209→| `services.ts` | `GET / POST / PUT /:id / GET /trashed / PUT /:id/restore / DELETE /:id` |
   210→   210→| `service-categories.ts` | `GET / POST / PUT /:id / GET /trashed / PUT /:id/restore / DELETE /:id` |
   211→   211→| `blog.ts` | `GET / POST / PUT /:id / GET /trashed / PUT /:id/restore / DELETE /:id` |
   212→   212→| `reviews.ts` | `GET / PUT /:id / GET /trashed / PUT /:id/restore / DELETE /:id` |
   213→   213→| `coupons.ts` | `GET / GET /trashed / GET /:id / POST / PUT /:id / PUT /:id/restore / DELETE /:id` |
   214→   214→| `flash-sales.ts` | `GET / GET /trash / PATCH /:id/restore / GET /:id / POST / PUT /:id / DELETE /:id` |
   215→   215→| `newsletter.ts` | `GET / GET /trashed / PUT /:id/restore / DELETE /:id` |
   216→   216→| `taxes.ts` | `GET / GET /trash / PATCH /:id/restore / POST / PUT /:id / DELETE /:id` |
   217→   217→| `product-questions.ts` | `GET / PUT /:id/answer / DELETE /:id` |
   218→   218→| `messages.ts` | `GET / PUT /:id / GET /trashed / PUT /:id/restore / DELETE /:id` |
   219→   219→| `quote-requests.ts` | `GET / PUT /:id / GET /trashed / PUT /:id/restore / DELETE /:id` |
   220→   220→| `projects.ts` | `GET / POST / PUT /:id / GET /trashed / PUT /:id/restore / DELETE /:id` |
   221→   221→| `banners.ts` | `GET / POST / PUT /:id / DELETE /:id / PATCH /:id/toggle` |
   222→   222→| `settings.ts` | `GET / PUT /` |
   223→   223→| `upload.ts` | `POST / POST /digital / POST /multiple / DELETE /:filename / GET /` |
   224→   224→| `ai-providers.ts` | `GET / GET /defaults GET /active POST / PUT /:id DELETE /:id POST /:id/toggle POST /:id/test POST /:id/models` |
   225→   225→| `security.ts` | `GET /stats GET /audit-logs DELETE /audit-logs POST /scan GET /locked-ips POST /unlock-ip GET /ip-rules POST /ip-rules DELETE /ip-rules/:id GET /bot-signals GET /ip-reputation` |
   226→   226→
   227→   227→## 10. Next Actions for Implementation Agent
   228→   228→1. Fix AdminSidebar to use `router.push()` (P0).
   229→   229→2. Wire `useAdminHeaderStore` into `admin/layout.tsx` "Add New" button (P1).
   230→   230→3. Fix `admin/bookings/page.tsx` status endpoint path (P1).
   231→   231→4. Add `DELETE /api/admin/orders/:id` to `apps/api/src/routes/admin/orders.ts` (P2).
   232→   232→5. Add Delete buttons to categories, coupons, services, blog, quote-requests pages (P2).
   233→   233→6. Build missing admin pages: returns, projects, project-kits, service-categories, payment-gateways, shipping, staff (P3 — needs new API + Prisma models for payment-gateways, shipping).
   234→   234→7. Remove deprecated `components/epf/AdminPanel.tsx`, `AdminOrdersPanel.tsx`, `epf/admin/sections/*` (P3 — grep first to ensure no remaining imports).
   235→   235→8. Fix root `package.json` `db:*` scripts to point at `packages/db/prisma/schema.prisma` (P4).
   236→   236→9. Wire dashboard filter buttons + pagination (P4).
   237→   237→
   238→   238→Stage Summary:
   239→   239→- 25 admin pages exist; 21 are fully dynamic and working (when reached via direct URL).
   240→   240→- The admin panel is NOT static at the data layer — the Express admin API is complete and correct for ~95% of calls.
   241→   241→- The "static" feeling comes from: (a) sidebar doesn't navigate, (b) layout "Add New" button has no onClick, (c) dashboard page has many placeholder buttons with alert() only, (d) two API endpoint mismatches (bookings PUT path, orders DELETE missing), (e) missing Delete buttons on 5 CRUD pages, (f) 7 sidebar tabs have no underlying page.
   242→   242→- Two API endpoints need attention: add `DELETE /api/admin/orders/:id`, fix `PUT /api/admin/bookings/:id` → `PUT /api/admin/bookings/:id/status` (page-side fix).
   243→   243→- Recommendation: keep Express mini-service on port 4000 (already working through Next.js proxy); focus on frontend wiring fixes.
   244→   244→
   245→   245→---
   246→   246→Task ID: 2-a
   247→   247→Agent: Full-stack Developer (Schema & DB)
   248→   248→Task: Convert Prisma schema from PostgreSQL to SQLite and seed admin data
   249→   249→
   250→   250→Work Log:
   251→   251→- Read full PostgreSQL schema at `packages/db/prisma/schema.prisma` (870 lines, 33 models + 11 enums).
   252→   252→- Verified project context from `worklog.md` (Task 1): the ACTIVE schema lives in `packages/db/prisma/schema.prisma`; root `prisma/schema.prisma` previously contained only a minimal 4-model SQLite stub. `@epowerfix/db` package imports `PrismaClient` from `@prisma/client` and adds a soft-delete `$extends` filter.
   253→   253→- Wrote a new SQLite schema at `/home/z/my-project/prisma/schema.prisma` (overwriting the minimal stub). Conversions applied:
   254→   254→  * `provider = "postgresql"` → `provider = "sqlite"`; removed `engineType = "wasm"` from generator.
   255→   255→  * Removed all 11 `enum` blocks (`User_Role`, `Order_Status`, `Payment_Status`, `Payment_Method`, `Service_Status`, `Booking_Status`, `Review_Status`, `Newsletter_Status`, `Contact_Status`, `TaxType`, `Shipping_Status`, `Item_Type`).
   256→   256→  * Converted every enum-typed field to `String`, preserving UPPERCASE literal defaults (e.g. `role String @default("CUSTOMER")`, `status String @default("PENDING")`, `paymentMethod String @map("payment_method")`).
   257→   257→  * Removed every `@db.*` annotation (`@db.VarChar(n)`, `@db.Text`, `@db.Decimal(p,s)`, `@db.Boolean`, `@db.Timestamptz`, `@db.JsonB`, `@db.Json`).
   258→   258→  * Converted all `Decimal` field types to `Float` (prices, ratings, discount, tax rate, etc.).
   259→   259→  * Converted all `Json` field types to `String` (specs, paymentData, features, ai config).
   260→   260→  * Converted all `String[]` scalar lists to `String` with `@default("[]")` because the Prisma SQLite connector does NOT support scalar lists (only PostgreSQL/CockroachDB do). Affected fields: `Product.images`, `Product.tags`, `Service.images`, `BlogPost.tags`, `Project.images`. Added inline comments noting they are JSON-stringified arrays.
   261→   261→  * Kept all relations, `@unique`, `@@unique`, `@@index`, `@map`/`@@map`, and `onDelete` cascade behaviors intact.
   262→   262→- Verified `packages/db/package.json`: has only `prisma.seed` field (no `prisma.schema` field) → no update needed. Root `package.json` already has `db:push`/`db:generate` scripts that default to `prisma/schema.prisma` in the project root.
   263→   263→- Created `/home/z/my-project/db/` directory (was missing). Updated `/home/z/my-project/.env` to `DATABASE_URL="file:./db/custom.db"` (was previously an absolute path).
   264→   264→- Ran `bun run db:push` — first attempt failed with P1012: SQLite connector does not support `String[]` lists. Fixed by converting lists to JSON-stringified `String` (see above). Second run succeeded: SQLite DB created at `file:/home/z/my-project/db/custom.db` (573 KB) with all 33 tables.
   265→   265→- Ran `bun run db:generate` — Prisma Client v6.19.2 generated into `./node_modules/@prisma/client`.
   266→   266→- Created `/home/z/my-project/prisma/seed.ts` (idempotent — uses `upsert` keyed on natural unique columns: `email`, `slug`, `code`, `orderNumber`, etc.). Uses `bcryptjs` (10 rounds) for password hashing and `uuid` v4 for IDs. Imports `db` from `@epowerfix/db` (resolves via tsconfig paths in bun). Inserts:
   267→   267→  * 1 admin user: `admin@epowerfix.com` / `admin123`, role `ADMIN`, `emailVerified=true`.
   268→   268→  * 3 customers (`rahim@/karim@/fatima@example.com`), role `CUSTOMER`, password `customer123`.
   269→   269→  * 4 product categories (Solar Panels, Inverters, Batteries, Wiring & Cables) + 2 service categories (Installation, Maintenance).
   270→   270→  * 4 brands (Tesla, LG, Luminous, Hoppecke).
   271→   271→  * 6 products with prices/salePrice/stock/categoryId/brandId/taxId, JSON-stringified images+specs+tags.
   272→   272→  * 3 services (Solar Panel Installation, Wiring Repair, Annual Maintenance Contract) with JSON-stringified images+features.
   273→   273→  * 3 coupons (WELCOME10 / FLAT500 / SOLAR20) with type, value, minOrder, maxDiscount, usageLimit, date range.
   274→   274→  * 3 banners (hero / services / promo).
   275→   275→  * 3 orders with statuses PENDING/CONFIRMED/DELIVERED and matching paymentStatuses (PENDING/PAID/PAID) + paymentMethods (COD/BKASH/SSLCOMMERZ). Each order has 1–2 OrderItem rows; subtotal+deliveryCharge-discount+tax=total math correct. Each also gets an OrderHistory row.
   276→   276→  * 3 reviews (2 APPROVED, 1 PENDING) tied to customers+products.
   277→   277→  * 3 newsletter subscribers, 3 contact messages (different statuses), 3 quote requests (different statuses).
   278→   278→  * 3 blog posts (2 published, 1 draft) with JSON-stringified tags + coverImage.
   279→   279→  * 1 tax (VAT 15%), 1 flash sale (Winter Solar Sale), 1 site settings row (default), 1 disabled AI provider entry (OpenAI, no key).
   280→   280→- Ran `bun prisma/seed.ts` — all entities inserted successfully on first run; re-running produced identical counts (idempotent).
   281→   281→- Created `/home/z/my-project/prisma/verify.ts` and ran it to confirm:
   282→   282→  * All 21 queried model counts match what was seeded.
   283→   283→  * `bcrypt.compareSync("admin123", admin.password)` returns `true` — admin login will succeed.
   284→   284→  * `bcrypt.compareSync("customer123", customer.password)` returns `true`.
   285→   285→  * The DELIVERED order (`EPF-20260704-0003`) has items and total = 39600.
